3.640451512184676896e-06 3.943932016931752861e-10 4.911888416419752283e-08 9.982735504201339927e-06 2.557266160712868986e-05 1.656061391442726488e-02 1.178639166042335458e-08 7.560891839505197174e-07 1.265433834918520874e-03 3.887661349802783882e-07 4.166949796333508397e-10 4.003922532127163203e-02 4.462256735193927244e-06 1.279414018511405571e-01 1.274193893477719559e-11 7.882532964962143951e-02 3.115925750332080787e-02 1.138607740576068859e-02 1.195374027813503293e-06 5.449135659667315821e-08 2.790063906104761279e-02 4.466689651268071516e-07 5.113177963862506004e-14 7.809493656016303076e-02 9.949087571491757938e-09 4.092121931284305528e-03 2.135328643374716047e-13 2.266051728973645651e-01 1.776654832631194281e-01 3.711621754333633335e-04
6.351024782215618919e-03 1.810312903883136203e-07 2.472521395454043910e-02 6.740072513823351652e-02 1.453561919570924964e-03 1.439323400012796315e-02 1.177955085426690656e-24 8.559226266616101053e-10 8.855431526542830776e-22 8.791089280669258862e-03 6.334189739966472149e-11 2.581931594972782817e-27 4.516357894070546270e-13 6.608390896027124817e-02 6.229824729053528611e-03 1.379677297694733087e-02 4.588744526243590402e-11 6.957646894492522209e-03 7.802090320077033694e-03 6.150945590882914323e-03 8.334254174910539637e-24 3.176545775006165556e-02 6.859294509930749691e-04 5.519371222363819334e-06 1.345812645812995566e-28 1.160077834140015640e-09 3.708869989800020558e-08 6.395877708358862514e-05 7.592433702408825976e-04 5.748911154571381258e-07
3.304795433815655162e-13 3.257478282978750911e-43 1.388649430888548604e-14 7.019254460028291620e-02 1.393662943268394217e-15 3.126881063816277204e-17 8.844996675542514234e-12 1.539116544712541661e-02 2.864464586594713960e-09 1.053380037363996794e-06 2.222624291068742037e-12 5.068804115652598690e-16 1.747411178840511313e-09 4.874396182327649778e-11 9.578268708028916249e-40 6.046288915400767697e-03 2.627620372191814759e-24 1.683260868394263198e-13 4.383534416708753293e-09 7.069531333593745068e-03 4.839198219111605012e-03 1.027211932413093135e-23 3.515307553882676683e-02 9.220673519635213565e-06 1.138102122676337219e-37 2.833726757881777163e-12 1.820141651074563133e-02 5.132401688663685757e-19 1.580959696452305732e-02 5.512950664680312931e-09
4.865469490655086044e-62 8.722657471088778066e-17 6.439307102459929114e-44 2.284504382122293925e-02 1.098697849559027162e-02 1.171295413988279363e-45 3.323054670810736923e-76 3.592688239150152404e-34 1.975505324776433289e-57 8.269967909559552488e-26 9.834655690724330926e-48 8.559941385992977940e-72 2.092066154318544177e-22 7.743518413160941887e-18 9.854777043009669071e-03 5.936492752675003248e-37 4.677260137464708353e-70 5.083966889668333995e-30 1.174142890809752756e-08 1.118382548075562781e-55 1.280413856836177817e-14 1.426805615896324973e-55 2.465402160054884148e-02 3.459094427180206020e-30 2.184206034760186414e-14 1.537671810429152190e-34 3.822777010907919392e-03 4.441988409637797885e-51 3.332497037464480540e-03 2.596786756927436304e-37
4.925733443940225295e-39 1.774210309860688802e-60 5.995582247630315502e-27 7.527167209176503782e-02 2.542312403279486195e-23 5.260605940420638551e-42 1.258152042574537028e-44 3.470540502275816363e-13 1.267449781973081392e-26 3.812650950604863274e-05 5.584537502686659914e-27 9.013714382939981144e-42 2.908152769036279397e-27 5.577863879274221347e-05 1.971078687865559119e-24 1.302961240916750249e-35 9.037781645595607214e-70 3.146760276443947246e-55 1.826949572869258995e-05 2.219038224216820495e-28 1.224222234590564910e-25 4.571471375399346429e-81 1.468044085699222491e-02 5.716441033339853504e-03 1.275747320079585779e-48 7.434038651120373870e-21 8.222211536491177974e-03 2.840189282902861555e-51 2.402183008363897171e-02 3.825538202219060409e-23
3.221788027176290930e-39 1.872138567453746322e-16 4.123514347872028057e-02 1.063335947549452701e-19 4.508209023834851250e-19 1.335149714138234462e-22 5.718219179882200489e-13 5.649363972735421119e-11 6.623115468814387563e-02 2.076907481834568080e-21 4.434117167258424395e-25 1.612623324405203923e-02 1.465176797651710796e-24 1.345004897454288373e-36 1.849575417788572665e-02 2.443218242623987693e-02 9.740081806329620907e-18 9.540768823068264607e-20 1.371044783418304824e-01 3.500550054387187098e-06 3.546929682867388384e-02 3.130313812313261640e-02 1.247994181044170451e-30 5.145106669741842022e-16 1.793595368700955789e-02 1.268310281790968886e-13 1.282803581775920140e-19 6.754854236051280543e-16 2.767726693702733699e-26 9.455543151615697658e-37
2.578867985036249761e-12 2.966275084560057286e-38 9.342671765867403388e-05 3.081228993143904360e-02 5.534917490942991242e-13 2.015887096902560333e-30 2.741826536977013352e-30 1.765972904133161305e-11 1.780624064880019919e-28 7.263903167871141141e-17 2.073562533314440256e-09 9.227658465779868800e-52 6.127909195543458637e-35 1.657291398455643667e-08 1.935894952814044385e-13 1.038216825365275401e-29 8.281628928569237121e-41 4.293783670538987476e-27 1.340274504542883907e-06 6.966298862326070901e-03 1.543090298955506539e-31 3.557109261215577452e-20 1.224589520082064037e-01 5.253656579449539343e-03 3.751722364321685859e-35 5.007829678276423196e-14 9.208436426001456732e-03 1.722960737576760112e-13 4.419865589224642594e-02 4.523610899102571317e-15
1.014396649566237763e-60 2.003645954258639344e-18 2.483028175789017132e-36 9.527342135868937037e-03 2.523710016840149544e-15 7.201097448291352787e-08 3.197241081278780392e-08 1.149082240513286208e-03 1.097353889047855261e-50 1.408311500967378456e-03 4.029783454596594575e-17 1.339475715049827062e-27 4.233160921529437673e-10 1.490824165019589281e-02 1.422788671281805069e-08 7.012536472608301392e-40 1.554540765206410033e-91 1.355636887858859628e-48 3.957084751355894232e-35 1.001333926241515448e-63 6.231393237414457926e-17 2.077312973091438192e-16 4.281556138544794253e-37 1.020448429312019891e-12 1.378311163230325547e-09 2.500508963597978910e-47 7.471910204456127133e-78 6.168033548000605655e-23 1.024884319580861712e-55 3.494491019739626008e-34
2.179040986021057696e-31 1.826425730042382803e-63 2.346353723484037590e-02 9.277921234212171964e-03 1.045491059276441602e-53 1.740684118492960656e-51 3.288599021828201324e-49 5.098979576591862326e-08 2.266860207976916650e-32 1.723870347238874833e-27 4.375843941634347350e-27 1.695821547647244348e-60 7.258271715839256617e-59 5.316077176829373370e-71 2.883744266362248815e-03 1.122825311196713429e-77 8.099108134698357748e-53 2.970445576629182397e-34 2.276206966324642719e-06 4.343072937467027992e-24 2.291705974443381817e-28 4.446948294832872577e-29 9.761447377607558969e-67 6.802299192067957558e-61 4.852223427034488846e-50 2.161035488640393057e-69 2.497649925181943704e-05 1.095481080001363361e-32 3.655567436385630316e-62 4.399847558436205487e-96
7.832460856715366460e-12 1.844058603868039118e-15 1.336854956225681512e-01 2.313439526646174707e-02 8.636522934490783870e-18 3.636865605127306746e-03 5.175622560277084224e-04 4.923470234286856234e-08 8.157499061922245361e-06 2.440550987031716006e-03 1.415776390104390852e-07 1.872836295227759892e-24 8.078597553595978011e-12 1.068898993615144052e-02 6.918192546813753642e-11 5.219498794088798382e-02 3.989413606373962973e-08 1.643701688840707462e-21 1.601902622444412519e-02 7.081102018313210900e-03 1.056705221861530507e-02 2.274569310100938227e-02 5.006375802297271778e-04 7.147179404978375287e-08 5.593222478511973031e-20 7.757278371911592607e-05 1.866251036076080339e-02 9.304108747777622979e-03 2.664753061488710578e-05 6.999073094621043392e-03
